T1,T2,H1,H2,D1,D2,D3,D4
Celaena PLD,Leone GNB,Kat WHM,Blyze AST,Livia DRG,Prims SAM,Sonja DNC,Arg SMN
Blyze PLD,Leone GNB,Celaena WHM,Kat AST,Livia DRG,Prims SAM,Sonja DNC,Arg SMN
Blyze PLD,Leone GNB,Kat AST,Celaena SGE,Livia DRG,Prims SAM,Sonja DNC,Arg SMN
Celaena PLD,Leone GNB,Blyze SCH,Kat AST,Livia DRG,Prims SAM,Sonja DNC,Arg SMN
Prims PLD,Leone GNB,Kat WHM,Celaena SGE,Blyze SAM,Livia DNC,Sonja BLM,Arg SMN
Prims PLD,Leone GNB,Kat WHM,Celaena SGE,Lloyd DRG,Blyze NIN,Livia DNC,Sonja RDM
Prims PLD,Leone GNB,Kat WHM,Celaena SGE,Blyze MNK,Sonja DRG,Livia DNC,Arg SMN
Prims PLD,Leone GNB,Kat WHM,Celaena SGE,Lloyd DRG,Sonja NIN,Livia DNC,Arg SMN
Prims PLD,Leone GNB,Kat WHM,Celaena SGE,Arg DRG,Blyze NIN,Livia DNC,Sonja RDM
Prims PLD,Leone GNB,Kat WHM,Celaena SGE,Lloyd DRG,Blyze NIN,Sonja DNC,Arg SMN
Prims PLD,Leone GNB,Kat WHM,Celaena SGE,Blyze DRG,Livia NIN,Sonja DNC,Arg SMN
Prims PLD,Leone GNB,Kat WHM,Celaena SGE,Sonja MNK,Lloyd DRG,Livia DNC,Arg SMN
Prims PLD,Leone GNB,Kat WHM,Celaena SGE,Livia DRG,Blyze SAM,Sonja MCH,Arg SMN
Prims PLD,Leone GNB,Kat WHM,Celaena SGE,Blyze DRG,Sonja BRD,Livia DNC,Arg SMN
Prims PLD,Leone GNB,Kat WHM,Celaena SGE,Sonja MNK,Blyze SAM,Livia DNC,Arg SMN
Prims PLD,Leone GNB,Kat WHM,Celaena SGE,Blyze MNK,Lloyd DRG,Sonja DNC,Arg SMN
Prims PLD,Leone GNB,Kat WHM,Celaena SGE,Lloyd DRG,Livia DNC,Sonja BLM,Arg SMN
Prims PLD,Leone GNB,Kat WHM,Celaena SGE,Blyze DRG,Livia DNC,Arg SMN,Sonja RDM
Prims PLD,Leone GNB,Kat WHM,Celaena SGE,Lloyd DRG,Livia NIN,Sonja DNC,Arg SMN
Prims PLD,Leone GNB,Kat WHM,Celaena SGE,Blyze DRG,Livia DNC,Sonja BLM,Arg SMN
Prims PLD,Leone GNB,Kat WHM,Celaena SGE,Sonja MNK,Blyze DRG,Livia DNC,Arg SMN
Prims PLD,Leone GNB,Kat WHM,Celaena SGE,Blyze MNK,Sonja MCH,Livia DNC,Arg SMN
Prims PLD,Leone GNB,Kat WHM,Celaena SGE,Arg DRG,Blyze SAM,Livia DNC,Sonja RDM
Prims PLD,Leone GNB,Kat WHM,Celaena SGE,Lloyd DRG,Blyze SAM,Livia DNC,Sonja BLM
Prims PLD,Leone GNB,Kat WHM,Celaena SGE,Blyze MNK,Sonja SAM,Livia DNC,Arg SMN
Prims PLD,Leone GNB,Kat WHM,Celaena SGE,Lloyd DRG,Blyze SAM,Sonja BRD,Arg SMN
Prims PLD,Leone GNB,Kat WHM,Celaena SGE,Lloyd DRG,Blyze SAM,Sonja MCH,Arg SMN
Prims PLD,Leone GNB,Kat WHM,Celaena SGE,Blyze NIN,Livia DNC,Sonja BLM,Arg SMN
Prims PLD,Leone GNB,Kat WHM,Celaena SGE,Blyze MNK,Sonja NIN,Livia DNC,Arg SMN
Prims PLD,Leone GNB,Kat WHM,Celaena SGE,Blyze MNK,Arg DRG,Livia DNC,Sonja BLM
Prims PLD,Leone GNB,Kat WHM,Celaena SGE,Lloyd DRG,Sonja BRD,Livia DNC,Arg SMN
Prims PLD,Leone GNB,Kat WHM,Celaena SGE,Blyze NIN,Livia DNC,Arg SMN,Sonja RDM
Prims PLD,Leone GNB,Kat WHM,Celaena SGE,Blyze MNK,Arg DRG,Livia DNC,Sonja RDM
Prims PLD,Leone GNB,Kat WHM,Celaena SGE,Blyze MNK,Livia DRG,Sonja MCH,Arg SMN
Prims PLD,Leone GNB,Kat WHM,Celaena SGE,Lloyd DRG,Blyze NIN,Livia DNC,Arg SMN
Prims PLD,Leone GNB,Kat WHM,Celaena SGE,Blyze SAM,Sonja BRD,Livia DNC,Arg SMN
Prims PLD,Leone GNB,Kat WHM,Celaena SGE,Blyze DRG,Sonja SAM,Livia DNC,Arg SMN
Prims PLD,Leone GNB,Kat WHM,Celaena SGE,Blyze MNK,Lloyd DRG,Livia DNC,Sonja RDM
Prims PLD,Leone GNB,Kat WHM,Celaena SGE,Blyze DRG,Livia NIN,Sonja BRD,Arg SMN
Prims PLD,Leone GNB,Kat WHM,Celaena SGE,Lloyd DRG,Blyze NIN,Sonja BRD,Arg SMN
Prims PLD,Leone GNB,Kat WHM,Celaena SGE,Livia DRG,Blyze NIN,Sonja DNC,Arg SMN
Prims PLD,Leone GNB,Kat WHM,Celaena SGE,Livia DRG,Blyze SAM,Sonja DNC,Arg SMN
Prims PLD,Leone GNB,Kat WHM,Celaena SGE,Lloyd DRG,Blyze SAM,Livia DNC,Arg SMN
Prims PLD,Leone GNB,Kat WHM,Celaena SGE,Lloyd DRG,Blyze SAM,Livia DNC,Sonja SMN
Prims PLD,Leone GNB,Kat WHM,Celaena SGE,Sonja DRG,Blyze NIN,Livia DNC,Arg SMN
Prims PLD,Leone GNB,Kat WHM,Celaena SGE,Blyze MNK,Lloyd DRG,Sonja MCH,Arg SMN
Prims PLD,Leone GNB,Kat WHM,Celaena SGE,Lloyd DRG,Livia NIN,Sonja MCH,Arg SMN
Prims PLD,Leone GNB,Kat WHM,Celaena SGE,Blyze MNK,Lloyd DRG,Livia DNC,Sonja BLM
Prims PLD,Leone GNB,Kat WHM,Celaena SGE,Livia DRG,Blyze SAM,Sonja BRD,Arg SMN
Prims PLD,Leone GNB,Kat WHM,Celaena SGE,Lloyd DRG,Blyze SAM,Sonja DNC,Arg SMN
Prims PLD,Arg DRK,Blyze SCH,Celaena AST,Leone MNK,Livia NIN,Kat BRD,Sonja RDM
Prims PLD,Arg DRK,Blyze AST,Celaena SGE,Leone MNK,Livia NIN,Kat BRD,Sonja RDM
Prims PLD,Livia DRK,Blyze SCH,Celaena AST,Lloyd DRG,Leone NIN,Sonja DNC,Arg SMN
Livia PLD,Prims DRK,Kat WHM,Blyze SCH,Lloyd DRG,Leone NIN,Sonja DNC,Arg SMN
Blyze PLD,Prims DRK,Livia AST,Celaena SGE,Lloyd DRG,Leone NIN,Sonja DNC,Arg SMN
Blyze PLD,Prims DRK,Kat AST,Celaena SGE,Lloyd DRG,Leone NIN,Sonja DNC,Arg SMN
Prims PLD,Livia DRK,Blyze WHM,Celaena AST,Lloyd DRG,Leone NIN,Sonja DNC,Arg SMN
Livia PLD,Prims DRK,Blyze SCH,Celaena SGE,Lloyd DRG,Leone NIN,Sonja DNC,Arg SMN
Livia PLD,Prims DRK,Kat WHM,Blyze AST,Lloyd DRG,Leone NIN,Sonja DNC,Arg SMN
Blyze PLD,Livia DRK,Kat WHM,Celaena AST,Lloyd DRG,Leone NIN,Sonja DNC,Arg SMN
Blyze PLD,Livia DRK,Kat WHM,Celaena SGE,Lloyd DRG,Leone NIN,Sonja DNC,Arg SMN
Celaena PLD,Prims DRK,Kat WHM,Blyze AST,Lloyd DRG,Leone NIN,Sonja DNC,Arg SMN
Celaena PLD,Prims DRK,Kat WHM,Livia AST,Lloyd DRG,Leone NIN,Sonja DNC,Arg SMN
Prims PLD,Livia DRK,Kat WHM,Blyze SCH,Lloyd DRG,Leone NIN,Sonja DNC,Arg SMN
Celaena PLD,Prims DRK,Blyze SCH,Livia AST,Lloyd DRG,Leone NIN,Sonja DNC,Arg SMN
Blyze PLD,Prims DRK,Kat WHM,Celaena AST,Lloyd DRG,Leone NIN,Sonja DNC,Arg SMN
Celaena PLD,Prims DRK,Blyze SCH,Kat AST,Lloyd DRG,Leone NIN,Sonja DNC,Arg SMN
Blyze PLD,Prims DRK,Kat WHM,Celaena SGE,Lloyd DRG,Leone NIN,Sonja DNC,Arg SMN
Livia PLD,Prims DRK,Kat AST,Celaena SGE,Lloyd DRG,Leone NIN,Sonja DNC,Arg SMN
Livia PLD,Prims DRK,Blyze WHM,Celaena SGE,Lloyd DRG,Leone NIN,Sonja DNC,Arg SMN
Prims PLD,Livia DRK,Celaena WHM,Blyze AST,Lloyd DRG,Leone NIN,Sonja DNC,Arg SMN
Blyze PLD,Livia DRK,Celaena WHM,Kat AST,Lloyd DRG,Leone NIN,Sonja DNC,Arg SMN
Blyze PLD,Prims DRK,Celaena WHM,Kat AST,Lloyd DRG,Leone NIN,Sonja DNC,Arg SMN
Livia PLD,Prims DRK,Celaena WHM,Blyze SCH,Lloyd DRG,Leone NIN,Sonja DNC,Arg SMN
Celaena PLD,Livia DRK,Blyze WHM,Kat AST,Lloyd DRG,Leone NIN,Sonja DNC,Arg SMN
Celaena PLD,Livia DRK,Blyze SCH,Kat AST,Lloyd DRG,Leone NIN,Sonja DNC,Arg SMN
Prims PLD,Livia DRK,Kat WHM,Celaena AST,Lloyd DRG,Leone NIN,Sonja DNC,Arg SMN
Prims PLD,Livia DRK,Kat WHM,Celaena SGE,Lloyd DRG,Leone NIN,Sonja DNC,Arg SMN
Celaena PLD,Livia DRK,Kat WHM,Blyze AST,Lloyd DRG,Leone NIN,Sonja DNC,Arg SMN
Prims PLD,Livia DRK,Celaena WHM,Blyze SCH,Lloyd DRG,Leone NIN,Sonja DNC,Arg SMN
Livia PLD,Prims DRK,Kat WHM,Celaena AST,Lloyd DRG,Leone NIN,Sonja DNC,Arg SMN
Celaena PLD,Arg DRK,Blyze SCH,Kat AST,Lloyd DRG,Livia DNC,Sonja BLM,Leone RDM
Blyze PLD,Prims DRK,Kat AST,Celaena SGE,Lloyd DRG,Livia DNC,Sonja BLM,Leone RDM
Prims PLD,Arg DRK,Blyze SCH,Celaena AST,Lloyd DRG,Livia DNC,Sonja BLM,Leone RDM
Celaena PLD,Arg DRK,Blyze WHM,Kat AST,Lloyd DRG,Livia DNC,Sonja BLM,Leone RDM
Prims PLD,Arg DRK,Blyze SCH,Kat AST,Lloyd DRG,Livia DNC,Sonja BLM,Leone RDM
Celaena PLD,Prims DRK,Kat WHM,Blyze AST,Lloyd DRG,Livia DNC,Sonja BLM,Leone RDM
Blyze PLD,Arg DRK,Celaena WHM,Kat AST,Lloyd DRG,Livia DNC,Sonja BLM,Leone RDM
Prims PLD,Arg DRK,Kat WHM,Blyze SCH,Lloyd DRG,Livia DNC,Sonja BLM,Leone RDM
Prims PLD,Arg DRK,Kat WHM,Celaena AST,Lloyd DRG,Livia DNC,Sonja BLM,Leone RDM
Prims PLD,Arg DRK,Blyze AST,Celaena SGE,Lloyd DRG,Livia DNC,Sonja BLM,Leone RDM
Blyze PLD,Prims DRK,Kat WHM,Celaena AST,Lloyd DRG,Livia DNC,Sonja BLM,Leone RDM
Celaena PLD,Prims DRK,Blyze SCH,Kat AST,Lloyd DRG,Livia DNC,Sonja BLM,Leone RDM
Blyze PLD,Prims DRK,Kat WHM,Celaena SGE,Lloyd DRG,Livia DNC,Sonja BLM,Leone RDM
Blyze PLD,Prims DRK,Celaena WHM,Kat AST,Lloyd DRG,Livia DNC,Sonja BLM,Leone RDM
Prims PLD,Arg DRK,Kat WHM,Blyze AST,Lloyd DRG,Livia DNC,Sonja BLM,Leone RDM
Blyze PLD,Arg DRK,Kat WHM,Celaena AST,Lloyd DRG,Livia DNC,Sonja BLM,Leone RDM
Celaena PLD,Arg DRK,Kat WHM,Blyze SCH,Lloyd DRG,Livia DNC,Sonja BLM,Leone RDM
Prims PLD,Arg DRK,Kat WHM,Celaena AST,Leone MNK,Blyze DRG,Livia DNC,Sonja RDM
Prims PLD,Livia DRK,Blyze SCH,Celaena AST,Leone DRG,Kat BRD,Sonja DNC,Arg SMN
Blyze PLD,Prims DRK,Livia AST,Celaena SGE,Leone DRG,Kat BRD,Sonja DNC,Arg SMN
Prims PLD,Livia DRK,Blyze WHM,Celaena AST,Leone DRG,Kat BRD,Sonja DNC,Arg SMN
Livia PLD,Prims DRK,Blyze SCH,Celaena SGE,Leone DRG,Kat BRD,Sonja DNC,Arg SMN
Celaena PLD,Prims DRK,Blyze SCH,Livia AST,Leone DRG,Kat BRD,Sonja DNC,Arg SMN
Livia PLD,Prims DRK,Blyze WHM,Celaena SGE,Leone DRG,Kat BRD,Sonja DNC,Arg SMN
Prims PLD,Livia DRK,Celaena WHM,Blyze AST,Leone DRG,Kat BRD,Sonja DNC,Arg SMN
Livia PLD,Prims DRK,Celaena WHM,Blyze SCH,Leone DRG,Kat BRD,Sonja DNC,Arg SMN
Prims PLD,Livia DRK,Celaena WHM,Blyze SCH,Leone DRG,Kat BRD,Sonja DNC,Arg SMN
Prims DRK,Leone GNB,Kat WHM,Celaena AST,Blyze SAM,Livia DNC,Sonja BLM,Arg SMN
Prims DRK,Leone GNB,Kat WHM,Celaena SGE,Blyze SAM,Livia DNC,Sonja BLM,Arg SMN
Prims PLD,Leone GNB,Celaena WHM,Kat AST,Blyze SAM,Livia DNC,Sonja BLM,Arg SMN
Prims PLD,Leone GNB,Kat AST,Celaena SGE,Blyze SAM,Livia DNC,Sonja BLM,Arg SMN
Prims PLD,Arg DRK,Kat WHM,Celaena AST,Livia NIN,Blyze SAM,Sonja DNC,Leone RDM
Prims PLD,Arg DRK,Blyze SCH,Celaena AST,Lloyd DRG,Livia DNC,Sonja BLM,Kat RDM
Prims PLD,Arg DRK,Blyze AST,Celaena SGE,Lloyd DRG,Livia DNC,Sonja BLM,Kat RDM
Prims DRK,Leone GNB,Blyze SCH,Celaena SGE,Lloyd DRG,Livia DNC,Sonja BLM,Kat RDM
Arg DRK,Leone GNB,Blyze AST,Celaena SGE,Lloyd DRG,Livia DNC,Sonja BLM,Kat RDM
Prims PLD,Leone GNB,Blyze SCH,Celaena SGE,Lloyd DRG,Livia DNC,Sonja BLM,Kat RDM
Prims PLD,Leone GNB,Celaena WHM,Blyze AST,Lloyd DRG,Livia DNC,Sonja BLM,Kat RDM
Prims PLD,Leone GNB,Blyze WHM,Celaena SGE,Lloyd DRG,Livia DNC,Sonja BLM,Kat RDM
Arg DRK,Leone GNB,Celaena WHM,Blyze SCH,Lloyd DRG,Livia DNC,Sonja BLM,Kat RDM
Arg DRK,Leone GNB,Blyze AST,Celaena SGE,Livia NIN,Prims SAM,Kat BRD,Sonja RDM
Arg DRK,Leone GNB,Celaena WHM,Blyze SCH,Livia NIN,Prims SAM,Kat BRD,Sonja RDM
Celaena PLD,Sonja WAR,Blyze SCH,Livia AST,Leone DRG,Prims SAM,Kat DNC,Arg SMN
Livia PLD,Sonja DRK,Celaena WHM,Blyze AST,Leone DRG,Prims SAM,Kat DNC,Arg SMN
Livia DRK,Sonja GNB,Celaena WHM,Blyze AST,Leone DRG,Prims SAM,Kat DNC,Arg SMN
Sonja PLD,Livia DRK,Blyze AST,Celaena SGE,Leone DRG,Prims SAM,Kat DNC,Arg SMN
Livia PLD,Sonja GNB,Celaena WHM,Blyze AST,Leone DRG,Prims SAM,Kat DNC,Arg SMN
Livia PLD,Sonja GNB,Blyze WHM,Celaena SGE,Leone DRG,Prims SAM,Kat DNC,Arg SMN
Livia PLD,Sonja WAR,Blyze AST,Celaena SGE,Leone DRG,Prims SAM,Kat DNC,Arg SMN
Livia DRK,Sonja GNB,Celaena WHM,Blyze SCH,Leone DRG,Prims SAM,Kat DNC,Arg SMN
Livia PLD,Sonja WAR,Blyze WHM,Celaena AST,Leone DRG,Prims SAM,Kat DNC,Arg SMN
Sonja WAR,Livia DRK,Celaena WHM,Blyze AST,Leone DRG,Prims SAM,Kat DNC,Arg SMN
Sonja WAR,Livia DRK,Blyze WHM,Celaena SGE,Leone DRG,Prims SAM,Kat DNC,Arg SMN
Sonja WAR,Livia DRK,Blyze AST,Celaena SGE,Leone DRG,Prims SAM,Kat DNC,Arg SMN
Livia DRK,Sonja GNB,Blyze WHM,Celaena AST,Leone DRG,Prims SAM,Kat DNC,Arg SMN
Livia DRK,Sonja GNB,Blyze WHM,Celaena SGE,Leone DRG,Prims SAM,Kat DNC,Arg SMN
Sonja PLD,Livia DRK,Celaena WHM,Blyze SCH,Leone DRG,Prims SAM,Kat DNC,Arg SMN
Livia PLD,Sonja GNB,Celaena WHM,Blyze SCH,Leone DRG,Prims SAM,Kat DNC,Arg SMN
Livia DRK,Sonja GNB,Blyze SCH,Celaena SGE,Leone DRG,Prims SAM,Kat DNC,Arg SMN
Sonja WAR,Livia DRK,Blyze SCH,Celaena AST,Leone DRG,Prims SAM,Kat DNC,Arg SMN
Livia PLD,Sonja WAR,Blyze SCH,Celaena AST,Leone DRG,Prims SAM,Kat DNC,Arg SMN
Livia PLD,Sonja WAR,Celaena WHM,Blyze AST,Leone DRG,Prims SAM,Kat DNC,Arg SMN
Sonja PLD,Livia DRK,Blyze WHM,Celaena AST,Leone DRG,Prims SAM,Kat DNC,Arg SMN
Livia PLD,Sonja DRK,Blyze WHM,Celaena AST,Leone DRG,Prims SAM,Kat DNC,Arg SMN
Livia PLD,Sonja GNB,Blyze WHM,Celaena AST,Leone DRG,Prims SAM,Kat DNC,Arg SMN
Livia PLD,Sonja DRK,Blyze AST,Celaena SGE,Leone DRG,Prims SAM,Kat DNC,Arg SMN
Livia PLD,Sonja GNB,Blyze AST,Celaena SGE,Leone DRG,Prims SAM,Kat DNC,Arg SMN
Sonja WAR,Livia DRK,Blyze WHM,Celaena AST,Leone DRG,Prims SAM,Kat DNC,Arg SMN
Celaena PLD,Sonja GNB,Blyze WHM,Livia AST,Leone DRG,Prims SAM,Kat DNC,Arg SMN
Sonja DRK,Leone GNB,Celaena WHM,Livia AST,Blyze MNK,Prims SAM,Kat DNC,Arg SMN
Sonja PLD,Leone GNB,Celaena WHM,Livia AST,Blyze MNK,Prims SAM,Kat DNC,Arg SMN
Prims PLD,Sonja DRK,Blyze AST,Celaena SGE,Leone DRG,Livia DNC,Arg SMN,Kat RDM
Prims PLD,Sonja DRK,Blyze AST,Celaena SGE,Arg DRG,Livia NIN,Kat BRD,Leone RDM
Prims PLD,Sonja DRK,Blyze AST,Celaena SGE,Lloyd DRG,Kat BRD,Livia DNC,Arg SMN
Prims PLD,Sonja DRK,Blyze AST,Celaena SGE,Leone MNK,Lloyd DRG,Kat BRD,Arg SMN
Prims PLD,Sonja DRK,Blyze AST,Celaena SGE,Leone MNK,Livia NIN,Kat BRD,Arg SMN
Prims PLD,Sonja DRK,Blyze AST,Celaena SGE,Leone MNK,Livia NIN,Kat DNC,Arg SMN
Prims PLD,Sonja DRK,Blyze AST,Celaena SGE,Livia NIN,Kat DNC,Arg SMN,Leone RDM
Prims PLD,Sonja DRK,Blyze AST,Celaena SGE,Leone DRG,Livia NIN,Kat BRD,Arg SMN
Prims PLD,Sonja DRK,Blyze AST,Celaena SGE,Leone NIN,Kat BRD,Livia DNC,Arg SMN
Prims PLD,Sonja DRK,Blyze AST,Celaena SGE,Leone MNK,Livia DRG,Kat BRD,Arg SMN
Prims PLD,Sonja DRK,Blyze AST,Celaena SGE,Livia DRG,Kat BRD,Arg SMN,Leone RDM
Prims PLD,Sonja DRK,Blyze AST,Celaena SGE,Lloyd DRG,Kat BRD,Livia DNC,Leone RDM
Prims PLD,Sonja DRK,Blyze AST,Celaena SGE,Arg DRG,Kat BRD,Livia DNC,Leone RDM
Prims PLD,Sonja DRK,Blyze AST,Celaena SGE,Lloyd DRG,Leone NIN,Livia DNC,Arg SMN
Prims PLD,Sonja DRK,Blyze AST,Celaena SGE,Lloyd DRG,Livia NIN,Kat BRD,Arg SMN
Prims PLD,Sonja DRK,Blyze AST,Celaena SGE,Leone MNK,Lloyd DRG,Kat DNC,Arg SMN
Prims PLD,Sonja DRK,Blyze AST,Celaena SGE,Lloyd DRG,Leone NIN,Kat DNC,Arg SMN
Prims PLD,Sonja DRK,Blyze AST,Celaena SGE,Lloyd DRG,Kat DNC,Arg SMN,Leone RDM
Prims PLD,Sonja DRK,Blyze AST,Celaena SGE,Leone DRG,Kat BRD,Livia DNC,Arg SMN
Prims PLD,Sonja DRK,Blyze AST,Celaena SGE,Livia DRG,Leone NIN,Kat DNC,Arg SMN
Prims PLD,Sonja DRK,Blyze AST,Celaena SGE,Arg DRG,Livia NIN,Kat DNC,Leone RDM
Prims PLD,Sonja DRK,Blyze AST,Celaena SGE,Livia DRG,Leone NIN,Kat BRD,Arg SMN
Prims PLD,Sonja DRK,Blyze AST,Celaena SGE,Arg DRG,Leone NIN,Livia DNC,Kat RDM
Livia PLD,Arg DRK,Celaena WHM,Blyze SCH,Lloyd DRG,Sonja MCH,Kat DNC,Leone RDM
Prims PLD,Livia DRK,Blyze SCH,Celaena AST,Lloyd DRG,Sonja MCH,Kat DNC,Leone RDM
Blyze PLD,Prims DRK,Livia AST,Celaena SGE,Lloyd DRG,Sonja MCH,Kat DNC,Leone RDM
Prims PLD,Arg DRK,Blyze SCH,Celaena AST,Lloyd DRG,Sonja MCH,Kat DNC,Leone RDM
Prims PLD,Livia DRK,Blyze WHM,Celaena AST,Lloyd DRG,Sonja MCH,Kat DNC,Leone RDM
Livia PLD,Prims DRK,Blyze SCH,Celaena SGE,Lloyd DRG,Sonja MCH,Kat DNC,Leone RDM
Prims PLD,Arg DRK,Blyze AST,Celaena SGE,Lloyd DRG,Sonja MCH,Kat DNC,Leone RDM
Celaena PLD,Prims DRK,Blyze SCH,Livia AST,Lloyd DRG,Sonja MCH,Kat DNC,Leone RDM
Blyze PLD,Arg DRK,Celaena WHM,Livia AST,Lloyd DRG,Sonja MCH,Kat DNC,Leone RDM
Livia PLD,Arg DRK,Blyze SCH,Celaena SGE,Lloyd DRG,Sonja MCH,Kat DNC,Leone RDM
Livia PLD,Prims DRK,Blyze WHM,Celaena SGE,Lloyd DRG,Sonja MCH,Kat DNC,Leone RDM
Prims PLD,Livia DRK,Celaena WHM,Blyze AST,Lloyd DRG,Sonja MCH,Kat DNC,Leone RDM
Livia PLD,Prims DRK,Celaena WHM,Blyze SCH,Lloyd DRG,Sonja MCH,Kat DNC,Leone RDM
Blyze PLD,Arg DRK,Livia AST,Celaena SGE,Lloyd DRG,Sonja MCH,Kat DNC,Leone RDM
Livia PLD,Arg DRK,Blyze WHM,Celaena SGE,Lloyd DRG,Sonja MCH,Kat DNC,Leone RDM
Prims PLD,Livia DRK,Celaena WHM,Blyze SCH,Lloyd DRG,Sonja MCH,Kat DNC,Leone RDM
Prims DRK,Sonja GNB,Kat WHM,Blyze SCH,Lloyd DRG,Leone NIN,Livia DNC,Arg SMN
Prims PLD,Livia DRK,Blyze SCH,Celaena AST,Leone DRG,Sonja BRD,Kat DNC,Arg SMN
Blyze PLD,Prims DRK,Livia AST,Celaena SGE,Leone DRG,Sonja BRD,Kat DNC,Arg SMN
Prims PLD,Livia DRK,Blyze WHM,Celaena AST,Leone DRG,Sonja BRD,Kat DNC,Arg SMN
Livia PLD,Prims DRK,Blyze SCH,Celaena SGE,Leone DRG,Sonja BRD,Kat DNC,Arg SMN
Celaena PLD,Prims DRK,Blyze SCH,Livia AST,Leone DRG,Sonja BRD,Kat DNC,Arg SMN
Livia PLD,Prims DRK,Blyze WHM,Celaena SGE,Leone DRG,Sonja BRD,Kat DNC,Arg SMN
Prims PLD,Livia DRK,Celaena WHM,Blyze AST,Leone DRG,Sonja BRD,Kat DNC,Arg SMN
Livia PLD,Prims DRK,Celaena WHM,Blyze SCH,Leone DRG,Sonja BRD,Kat DNC,Arg SMN
Prims PLD,Livia DRK,Celaena WHM,Blyze SCH,Leone DRG,Sonja BRD,Kat DNC,Arg SMN
Prims PLD,Arg DRK,Blyze SCH,Celaena AST,Sonja MNK,Livia NIN,Kat BRD,Leone RDM
Prims PLD,Arg DRK,Blyze AST,Celaena SGE,Sonja MNK,Livia NIN,Kat BRD,Leone RDM
Sonja DRK,Leone GNB,Kat WHM,Celaena SGE,Blyze NIN,Prims SAM,Livia DNC,Arg SMN
Sonja DRK,Leone GNB,Kat WHM,Celaena SGE,Lloyd DRG,Blyze NIN,Livia DNC,Arg SMN
Sonja DRK,Leone GNB,Kat WHM,Celaena SGE,Blyze DRG,Prims SAM,Livia DNC,Arg SMN
Sonja DRK,Leone GNB,Kat WHM,Celaena SGE,Lloyd DRG,Blyze SAM,Livia DNC,Arg SMN
Sonja DRK,Leone GNB,Kat WHM,Celaena SGE,Lloyd DRG,Prims SAM,Livia DNC,Arg SMN
Livia PLD,Arg DRK,Celaena WHM,Blyze SCH,Lloyd DRG,Prims SAM,Kat BRD,Sonja RDM
Livia PLD,Arg DRK,Celaena WHM,Blyze SCH,Prims SAM,Kat DNC,Sonja BLM,Leone RDM
Livia PLD,Arg DRK,Celaena WHM,Blyze SCH,Lloyd DRG,Kat BRD,Sonja DNC,Leone RDM
Livia PLD,Arg DRK,Celaena WHM,Blyze SCH,Leone NIN,Prims SAM,Kat DNC,Sonja BLM
Livia PLD,Arg DRK,Celaena WHM,Blyze SCH,Sonja MNK,Prims SAM,Kat DNC,Leone RDM
Livia PLD,Arg DRK,Celaena WHM,Blyze SCH,Leone DRG,Prims SAM,Sonja BRD,Kat RDM
Livia PLD,Arg DRK,Celaena WHM,Blyze SCH,Prims SAM,Kat BRD,Sonja MCH,Leone RDM
Livia PLD,Arg DRK,Celaena WHM,Blyze SCH,Leone MNK,Lloyd DRG,Kat BRD,Sonja SMN
Livia PLD,Arg DRK,Celaena WHM,Blyze SCH,Sonja DRG,Prims SAM,Kat DNC,Leone RDM
Livia PLD,Arg DRK,Celaena WHM,Blyze SCH,Leone DRG,Prims SAM,Kat DNC,Sonja RDM
Livia PLD,Arg DRK,Celaena WHM,Blyze SCH,Lloyd DRG,Prims SAM,Kat DNC,Leone RDM
Livia PLD,Arg DRK,Celaena WHM,Blyze SCH,Leone MNK,Prims SAM,Sonja BRD,Kat RDM
Livia PLD,Arg DRK,Celaena WHM,Blyze SCH,Lloyd DRG,Leone NIN,Kat BRD,Sonja RDM
Livia PLD,Arg DRK,Celaena WHM,Blyze SCH,Sonja DRG,Prims SAM,Kat BRD,Leone RDM
Livia PLD,Arg DRK,Celaena WHM,Blyze SCH,Lloyd DRG,Prims SAM,Sonja BRD,Kat RDM
Livia PLD,Arg DRK,Celaena WHM,Blyze SCH,Leone DRG,Prims SAM,Kat DNC,Sonja SMN
Livia PLD,Arg DRK,Celaena WHM,Blyze SCH,Leone DRG,Prims SAM,Kat BRD,Sonja RDM
Livia PLD,Arg DRK,Celaena WHM,Blyze SCH,Lloyd DRG,Prims SAM,Sonja DNC,Leone RDM
Livia PLD,Arg DRK,Celaena WHM,Blyze SCH,Prims SAM,Kat BRD,Sonja SMN,Leone RDM
Livia PLD,Arg DRK,Celaena WHM,Blyze SCH,Lloyd DRG,Kat BRD,Sonja BLM,Leone RDM
Livia PLD,Arg DRK,Celaena WHM,Blyze SCH,Leone MNK,Prims SAM,Kat BRD,Sonja BLM
Livia PLD,Arg DRK,Celaena WHM,Blyze SCH,Sonja MNK,Prims SAM,Kat BRD,Leone RDM
Livia PLD,Arg DRK,Celaena WHM,Blyze SCH,Lloyd DRG,Leone NIN,Sonja MCH,Kat RDM
Livia PLD,Arg DRK,Celaena WHM,Blyze SCH,Leone MNK,Lloyd DRG,Kat BRD,Sonja RDM
Livia PLD,Arg DRK,Celaena WHM,Blyze SCH,Lloyd DRG,Sonja BRD,Kat DNC,Leone RDM
Livia PLD,Arg DRK,Celaena WHM,Blyze SCH,Leone DRG,Prims SAM,Sonja DNC,Kat RDM
Livia PLD,Arg DRK,Celaena WHM,Blyze SCH,Leone MNK,Prims SAM,Kat BRD,Sonja SMN
